Style,Variant Code,total_quantity,reorder_threshold,reorder_quantity,reorder_value,tier
MILES,990.XL,13.0,300,287.0,143213.0,doing_good
BERNARD,723.XL.,12.0,300,288.0,143136.0,doing_good
BERNARD,723.S.,12.0,300,288.0,143136.0,doing_good
BERNARD,723.M.,13.0,300,287.0,142639.0,doing_good
MONACO LEATHER LAPTOP,990.NS.,23.0,500,477.0,142623.0,best_sellers
LORNA,99010,23.0,500,477.0,141669.0,best_sellers
RUE,990.2XS,6.0,300,294.0,141117.06,doing_good
RUE,990.XS,7.0,300,293.0,140637.07,doing_good
EDITH SATCHEL,990.NS.,28.0,500,472.0,140184.0,best_sellers
EDITH SATCHEL,100.NS.,29.0,500,471.0,139887.0,best_sellers
EDITH SATCHEL,815.NS.,29.0,500,471.0,139887.0,best_sellers
ALEKSIA,990.M.,1.0,200,199.0,139101.0,making_progress
DEMI,815.M.,1.0,200,199.0,139101.0,making_progress
GLEN,990.3XL,1.0,200,199.0,139101.0,making_progress
ALEKSIA,990.S.,2.0,200,198.0,138402.0,making_progress
ALEKSIA,990.XS.,2.0,200,198.0,138402.0,making_progress
GLEN,990.S,2.0,200,198.0,138402.0,making_progress
MONACO LEATHER LAPTOP,940.NS.,38.0,500,462.0,138138.0,best_sellers
BRAD,977.2XL.,8.0,300,292.0,136948.0,doing_good
BRAD,977.XS.,8.0,300,292.0,136948.0,doing_good
MONACO LEATHER LAPTOP,400.NS.,42.0,500,458.0,136942.0,best_sellers
CALLUM,990.XS,1.0,200,199.0,136713.0,making_progress
BRAD,977.L.,9.0,300,291.0,136479.0,doing_good
BRAD,977.XL.,10.0,300,290.0,136010.0,doing_good
BRAD,977.S.,12.0,300,288.0,135072.0,doing_good
BOWEN,990.XS,5.0,300,295.0,132455.0,doing_good
RONAN,990.2XL,6.0,300,294.0,132006.0,doing_good
MARTIN,321.L.,6.0,300,294.0,132006.0,doing_good
CARTER,990.M,6.0,300,294.0,132006.0,doing_good
MARTIN,321.S.,6.0,300,294.0,132006.0,doing_good
MARTIN,330.M.,6.0,300,294.0,132006.0,doing_good
BOWEN,990.M,6.0,300,294.0,132006.0,doing_good
DARIA,723.2XL,5.0,300,295.0,131865.0,doing_good
HANNAH,990.XS,5.0,300,295.0,131865.0,doing_good
DARIA,723.3XS,5.0,300,295.0,131865.0,doing_good
RONAN,990.S,7.0,300,293.0,131557.0,doing_good
ASHER,990.3XL,7.0,300,293.0,131557.0,doing_good
BOWEN,990.XL,7.0,300,293.0,131557.0,doing_good
DARIA,723.2XS,6.0,300,294.0,131418.0,doing_good
HANNAH,990.3XS,6.0,300,294.0,131418.0,doing_good
MARIAM LARGE SATCHEL,990.NS.,26.0,500,474.0,131298.0,best_sellers
BOWEN,670XL,8.0,300,292.0,131108.0,doing_good
AZARIA,116.3XS.,8.0,300,292.0,131108.0,doing_good
LUKA,977.XS.,8.0,300,292.0,131108.0,doing_good
CARTER,7332XL,8.0,300,292.0,131108.0,doing_good
MARIAM LARGE SATCHEL,100.NS.,27.0,500,473.0,131021.0,best_sellers
MARIAM LARGE SATCHEL,853.NS.,27.0,500,473.0,131021.0,best_sellers
DARIA,723.XL,7.0,300,293.0,130971.0,doing_good
MADDIE,990.XL.,7.0,300,293.0,130971.0,doing_good
HANNAH,990.2XL,7.0,300,293.0,130971.0,doing_good
MADDIE,990.3XS.,7.0,300,293.0,130971.0,doing_good
HANNAH,990.XL,7.0,300,293.0,130971.0,doing_good
TILLY,710.3XS.,7.0,300,293.0,130971.0,doing_good
BRADFORD BACKPACK,990.NS,31.0,500,469.0,130851.0,best_sellers
RONAN,620.M,9.0,300,291.0,130659.0,doing_good
BOWEN,670S,9.0,300,291.0,130659.0,doing_good
EDITH CROSSBODY,815.NS.,29.0,500,471.0,130467.0,best_sellers
EDITH CROSSBODY,100.NS.,29.0,500,471.0,130467.0,best_sellers
EDITH CROSSBODY,990.NS.,29.0,500,471.0,130467.0,best_sellers
MARTIN,321.M.,10.0,300,290.0,130210.0,doing_good
ASHER,990.XS,10.0,300,290.0,130210.0,doing_good
DARIA,990.2XS,9.0,300,291.0,130077.0,doing_good
DENZELL,820.M,0.0,100,100.0,129999.0,okay
DENZELL,820.S,0.0,100,100.0,129999.0,okay
BORYS,730.L,0.0,100,100.0,129999.0,okay
DENZELL,820.XL,0.0,100,100.0,129999.0,okay
DENZELL,820.L,0.0,100,100.0,129999.0,okay
DENZELL,820.2XL,0.0,100,100.0,129999.0,okay
GEDDY,990.XL,0.0,100,100.0,129999.0,okay
LUKA,977.2XL.,11.0,300,289.0,129761.0,doing_good
DARIA,990.M,10.0,300,290.0,129630.0,doing_good
DARIA,990.XL,10.0,300,290.0,129630.0,doing_good
AZARIA,116.L.,12.0,300,288.0,129312.0,doing_good
RONAN,990.M,12.0,300,288.0,129312.0,doing_good
DARIA,723.XS,11.0,300,289.0,129183.0,doing_good
BOWEN,990.S,13.0,300,287.0,128863.0,doing_good
AZARIA,116.2XS.,13.0,300,287.0,128863.0,doing_good
AZARIA,116.M.,13.0,300,287.0,128863.0,doing_good
DARIA,990.S,12.0,300,288.0,128736.0,doing_good
DARIA,723.L,12.0,300,288.0,128736.0,doing_good
ASHER,990.XL,14.0,300,286.0,128414.0,doing_good
HANNAH,990.2XS,13.0,300,287.0,128289.0,doing_good
DARIA,723.S,13.0,300,287.0,128289.0,doing_good
MADDIE,990.L.,14.0,300,286.0,127842.0,doing_good
DARIUS LAPTOP BAG,990.NS,25.0,500,475.0,127775.0,best_sellers
WILLOWBY SHOULDER BAG,312.NS.,27.0,500,473.0,126291.0,best_sellers
WILLOWBY SHOULDER BAG,100.NS.,27.0,500,473.0,126291.0,best_sellers
WILLOWBY SHOULDER BAG,990.NS.,27.0,500,473.0,126291.0,best_sellers
WILLOWBY SHOULDER BAG,405.NS.,27.0,500,473.0,126291.0,best_sellers
MAGALIE,870.S,5.0,300,295.0,125965.0,doing_good
MAGALIE,414.3XS,6.0,300,294.0,125538.0,doing_good
MAGALIE,116.S,6.0,300,294.0,125538.0,doing_good
MAGALIE,414.L,6.0,300,294.0,125538.0,doing_good
MAGALIE,312.3XS,7.0,300,293.0,125111.0,doing_good
MAGALIE,312.XL,7.0,300,293.0,125111.0,doing_good
MAGALIE,990.3XS,7.0,300,293.0,125111.0,doing_good
MAGALIE,414.XS,8.0,300,292.0,124684.0,doing_good
MAGALIE,116.2XS,8.0,300,292.0,124684.0,doing_good
MAGALIE,414.2XS,8.0,300,292.0,124684.0,doing_good
MAGALIE,990.2XS,8.0,300,292.0,124684.0,doing_good
MAGALIE,815.3XS.,8.0,300,292.0,124684.0,doing_good
MAGALIE,555.L.,9.0,300,291.0,124257.0,doing_good
MAGALIE,312.S,9.0,300,291.0,124257.0,doing_good
MAGALIE,312.L,9.0,300,291.0,124257.0,doing_good
MAGALIE,815.2XL.,9.0,300,291.0,124257.0,doing_good
MAGALIE,312.M,11.0,300,289.0,123403.0,doing_good
MAGALIE,116.XS,13.0,300,287.0,122549.0,doing_good
MAGALIE,312.2XS,13.0,300,287.0,122549.0,doing_good
MAGALIE,555.S.,13.0,300,287.0,122549.0,doing_good
MAGALIE,815.2XS.,13.0,300,287.0,122549.0,doing_good
MURPHY,990.3XS,0.0,100,100.0,119999.0,okay
MURPHY,990.S,0.0,100,100.0,119999.0,okay
JOSEPHINE,710.XL.,2.0,200,198.0,118602.0,making_progress
ATTICUS CROSSBODY,715.NS.,43.0,500,457.0,118363.0,best_sellers
NOAH,990.3XL.,3.0,200,197.0,118198.03,making_progress
SANDER,990.XL,6.0,300,294.0,117597.06,doing_good
VIVENNE,990.2XS.,6.0,300,294.0,117306.0,doing_good
VIVENNE,870.S.,6.0,300,294.0,117306.0,doing_good
NIKOLAS,990.XS,6.0,300,294.0,117306.0,doing_good
VIVENNE,870.L.,6.0,300,294.0,117306.0,doing_good
MILLER,990.S,6.0,300,294.0,117306.0,doing_good
PAUL,932.2XL.,6.0,300,294.0,117306.0,doing_good
BETTY,116.3XS.,6.0,300,294.0,117306.0,doing_good
VIVENNE,870.2XS.,6.0,300,294.0,117306.0,doing_good
JAMIE,990.XS,6.0,300,294.0,117306.0,doing_good
MILLER 2,990.XL,6.0,300,294.0,117306.0,doing_good
NATE,460.XS,6.0,300,294.0,117306.0,doing_good
MILLER 2,720M,6.0,300,294.0,117306.0,doing_good
ADELYN,100.XS,7.0,300,293.0,116907.0,doing_good
MILLER 2,720XS,7.0,300,293.0,116907.0,doing_good
MILLER 2,990.S,7.0,300,293.0,116907.0,doing_good
NIKOLAS,851.S,7.0,300,293.0,116907.0,doing_good
BETTY,990.3XS.,7.0,300,293.0,116907.0,doing_good
VIVENNE,870.XL.,7.0,300,293.0,116907.0,doing_good
VIVENNE,990.XL.,7.0,300,293.0,116907.0,doing_good
VIVENNE,990.L.,7.0,300,293.0,116907.0,doing_good
ADELYN,990.3XS,7.0,300,293.0,116907.0,doing_good
JAMIE,990.2XL,7.0,300,293.0,116907.0,doing_good
MILLER 2,720L,7.0,300,293.0,116907.0,doing_good
ADELYN,100.2XS,7.0,300,293.0,116907.0,doing_good
WILLOWBY CAMERA BAG,405.NS.,27.0,500,473.0,116831.0,best_sellers
MARIAM SMALL SATCHEL,853.NS.,27.0,500,473.0,116831.0,best_sellers
MARIAM SMALL SATCHEL,990.NS.,27.0,500,473.0,116831.0,best_sellers
MARIAM SMALL SATCHEL,100.NS.,27.0,500,473.0,116831.0,best_sellers
WILLOWBY CAMERA BAG,990.NS.,27.0,500,473.0,116831.0,best_sellers
WILLOWBY CAMERA BAG,100.NS.,27.0,500,473.0,116831.0,best_sellers
WILLOWBY CAMERA BAG,312.NS.,27.0,500,473.0,116831.0,best_sellers
JULIETTE,633.2XL,6.0,300,294.0,116718.0,doing_good
JULIETTE,815.2XL,6.0,300,294.0,116718.0,doing_good
JULIETTE,620.XL,6.0,300,294.0,116718.0,doing_good
JULIETTE,580.L,6.0,300,294.0,116718.0,doing_good
PAUL,700.2XL.,8.0,300,292.0,116508.0,doing_good
NATE,460.2XL,8.0,300,292.0,116508.0,doing_good
SANDER,990.2XL,9.0,300,291.0,116397.09,doing_good
JULIETTE,633.XL,7.0,300,293.0,116321.0,doing_good
JULIETTE,990.XL,7.0,300,293.0,116321.0,doing_good
JULIETTE,633.3XS,7.0,300,293.0,116321.0,doing_good
JULIETTE,633.L,7.0,300,293.0,116321.0,doing_good
ADELYN,990.2XS,9.0,300,291.0,116109.0,doing_good
PAUL,700.XL.,9.0,300,291.0,116109.0,doing_good
ADELYN,100.3XS,9.0,300,291.0,116109.0,doing_good
JAMIE,990.M,9.0,300,291.0,116109.0,doing_good
SANDER,990.XS,10.0,300,290.0,115997.1,doing_good
JULIETTE,580.3XS,8.0,300,292.0,115924.0,doing_good
JULIETTE,6703XS,8.0,300,292.0,115924.0,doing_good
JULIETTE,670XS,8.0,300,292.0,115924.0,doing_good
VIVENNE,990.M.,10.0,300,290.0,115710.0,doing_good
BETTY,116.XL.,10.0,300,290.0,115710.0,doing_good
BETTY,990.XL.,10.0,300,290.0,115710.0,doing_good
ADELYN,990.S,10.0,300,290.0,115710.0,doing_good
VIVENNE,990.XS.,10.0,300,290.0,115710.0,doing_good
JULIETTE,580.2XS,9.0,300,291.0,115527.0,doing_good
JULIETTE,990.L,9.0,300,291.0,115527.0,doing_good
JAMIE,990.XL,11.0,300,289.0,115311.0,doing_good
MILLER 2,720S,11.0,300,289.0,115311.0,doing_good
BETTY,990.2XS.,11.0,300,289.0,115311.0,doing_good
JAMIE,990.L,11.0,300,289.0,115311.0,doing_good
SANDER,990.L,12.0,300,288.0,115197.12,doing_good
JULIETTE,633.M,10.0,300,290.0,115130.0,doing_good
JULIETTE,670S,10.0,300,290.0,115130.0,doing_good
VIVENNE,870.XS.,12.0,300,288.0,114912.0,doing_good
VIVENNE,870.M.,12.0,300,288.0,114912.0,doing_good
BELEN TOTE,990.NS.,39.0,500,461.0,114789.0,best_sellers
JULIETTE,580.XL,11.0,300,289.0,114733.0,doing_good
JULIETTE,815.L,11.0,300,289.0,114733.0,doing_good
JULIETTE,815.S,11.0,300,289.0,114733.0,doing_good
ADELYN,990.XS,13.0,300,287.0,114513.0,doing_good
BETTY,116.2XS.,13.0,300,287.0,114513.0,doing_good
JULIETTE,990.3XS,12.0,300,288.0,114336.0,doing_good
JULIETTE,815.2XS,12.0,300,288.0,114336.0,doing_good
JULIETTE,815.M,12.0,300,288.0,114336.0,doing_good
BELEN MEDIUM CROSSBODY,100.NS.,41.0,500,459.0,114291.0,best_sellers
BELEN TOTE,815.NS.,41.0,500,459.0,114291.0,best_sellers
DEVON,730.M,2.0,200,198.0,114246.0,making_progress
MONACO REVERSIBLE JACKET,116.XL.,2.0,200,198.0,114246.0,making_progress
DEVON,730.2XL,2.0,200,198.0,114246.0,making_progress
DEVON,730.XS,2.0,200,198.0,114246.0,making_progress
MILLER 2,720XL,14.0,300,286.0,114114.0,doing_good
JAMIE,990.S,14.0,300,286.0,114114.0,doing_good
NIKOLAS,990.S,14.0,300,286.0,114114.0,doing_good
VIVENNE,990.S.,14.0,300,286.0,114114.0,doing_good
BELEN TOTE,100.NS.,42.0,500,458.0,114042.0,best_sellers
BELEN MEDIUM CROSSBODY,815.NS.,42.0,500,458.0,114042.0,best_sellers
ATTICUS CROSSBODY,890.NS.,60.0,500,440.0,113960.0,best_sellers
BELEN MEDIUM CROSSBODY,990.NS.,43.0,500,457.0,113793.0,best_sellers
DEVON,730.S,3.0,200,197.0,113669.0,making_progress
BETTY,990.L.,16.0,300,284.0,113316.0,doing_good
COLETTE LARGE BUCKET,990.NS.,45.0,500,455.0,113295.0,best_sellers
ATTICUS CROSSBODY,990.NS.,63.0,500,437.0,113183.0,best_sellers
JULIETTE,580.M,15.0,300,285.0,113145.0,doing_good
RHEA LARGE SATCHEL,990.NS.,47.0,500,453.0,112797.0,best_sellers
COLETTE LARGE BUCKET,113.NS.,48.0,500,452.0,112548.0,best_sellers
RHEA LARGE SATCHEL,312.NS.,49.0,500,451.0,112299.0,best_sellers
COLETTE LARGE BUCKET,710.NS.,49.0,500,451.0,112299.0,best_sellers
RHEA LARGE SATCHEL,857.NS.,50.0,500,450.0,112050.0,best_sellers
DAAN,733.S,6.0,300,294.0,111717.06,doing_good
STAR,990.3XS,6.0,300,294.0,111717.06,doing_good
DAAN,733.XS,6.0,300,294.0,111717.06,doing_good
DAAN,733.XL,6.0,300,294.0,111717.06,doing_good
ALICE,990.L.,6.0,300,294.0,111426.0,doing_good
AVERY,633.3XS,6.0,300,294.0,111426.0,doing_good
AVERY,633.XS,6.0,300,294.0,111426.0,doing_good
AGATHA,990.L.,7.0,300,293.0,111047.0,doing_good
DAAN,733.M,8.0,300,292.0,110957.08,doing_good
ELIZA,633.S,6.0,300,294.0,110838.0,doing_good
ELIZA,580.2XS,6.0,300,294.0,110838.0,doing_good
NOVA,990.3XS.,8.0,300,292.0,110668.0,doing_good
NOVA,116.XL.,8.0,300,292.0,110668.0,doing_good
NOVA,116.3XS.,8.0,300,292.0,110668.0,doing_good
AVERY,633.2XS,8.0,300,292.0,110668.0,doing_good
AVERY,990.2XS,8.0,300,292.0,110668.0,doing_good
ALICE,990.S.,8.0,300,292.0,110668.0,doing_good
DAAN,733.2XL,9.0,300,291.0,110577.09,doing_good
ELIZA,633.3XS,7.0,300,293.0,110461.0,doing_good
ELIZA,670.3XS,7.0,300,293.0,110461.0,doing_good
ELIZA,633.M,7.0,300,293.0,110461.0,doing_good
KIMAYA,116.2XS.,8.0,300,292.0,110084.0,doing_good
KIMAYA,401.2XS.,9.0,300,291.0,109707.0,doing_good
NOVA,990.XL.,11.0,300,289.0,109531.0,doing_good
AGATHA,990.M.,11.0,300,289.0,109531.0,doing_good
AGATHA,990.2XS.,11.0,300,289.0,109531.0,doing_good
ARLETH SHOULDER BAG,405.NS.,61.0,500,439.0,109311.0,best_sellers
AVERY,100.2XS,12.0,300,288.0,109152.0,doing_good
ALICE,990.M.,12.0,300,288.0,109152.0,doing_good
JOVIE SHOULDER BAG,102.NS.,62.0,500,438.0,109062.0,best_sellers
JOVIE SHOULDER BAG,990.NS.,62.0,500,438.0,109062.0,best_sellers
AGATHA,990.XS.,13.0,300,287.0,108773.0,doing_good
ARLETH SHOULDER BAG,100.NS.,64.0,500,436.0,108564.0,best_sellers
AGATHA,990.S.,14.0,300,286.0,108394.0,doing_good
MANDY,549.2XL,2.0,200,198.0,108306.0,making_progress
MONIKA,116.XL.,2.0,200,198.0,108306.0,making_progress
MANDY,116.3XS,2.0,200,198.0,108306.0,making_progress
MANDY,990.2XL,2.0,200,198.0,108306.0,making_progress
MANDY,116.2XL,2.0,200,198.0,108306.0,making_progress
STETSON CROSSBODY,890.NS.,66.0,500,434.0,108066.0,best_sellers
NOVA,990.L.,15.0,300,285.0,108015.0,doing_good
NOVA,116.2XS.,15.0,300,285.0,108015.0,doing_good
KIMAYA,401.L.,14.0,300,286.0,107822.0,doing_good
ELIZA,633.XS,14.0,300,286.0,107822.0,doing_good
HAYDEN,895XL,3.0,200,197.0,107759.0,making_progress
MANDY,990.XL,3.0,200,197.0,107759.0,making_progress
HAYDEN,931.3XL,3.0,200,197.0,107759.0,making_progress
MANDY,116.XL,3.0,200,197.0,107759.0,making_progress
NOVA,116.S.,16.0,300,284.0,107636.0,doing_good
ELIZA,580.XS,15.0,300,285.0,107445.0,doing_good
ELIZA,633.2XS,15.0,300,285.0,107445.0,doing_good
STETSON CROSSBODY,990.NS.,69.0,500,431.0,107319.0,best_sellers
PORTIA,990.XS,10.0,300,290.0,107297.1,doing_good
NOVA,990.2XS.,17.0,300,283.0,107257.0,doing_good
ELIZA,990.XS,16.0,300,284.0,107068.0,doing_good
KIMAYA,401.M.,16.0,300,284.0,107068.0,doing_good
ELIZA,990.3XS,17.0,300,283.0,106691.0,doing_good
CORBAN,620.3XL,3.0,200,197.0,105789.0,making_progress
CORBAN,460.3XL,3.0,200,197.0,105789.0,making_progress
ARLETH CROSSBODY,100.NS.,61.0,500,439.0,104921.0,best_sellers
ARLETH CROSSBODY,405.NS.,63.0,500,437.0,104443.0,best_sellers
COLETTE MEDIUM BUCKET,113.NS.,44.0,500,456.0,104424.0,best_sellers
COLETTE MEDIUM BUCKET,990.NS.,45.0,500,455.0,104195.0,best_sellers
COLETTE MEDIUM BUCKET,710.NS.,46.0,500,454.0,103966.0,best_sellers
ATTICUS SLING,715.NS.,46.0,500,454.0,103966.0,best_sellers
MONACO BIKER,990.XL.,3.0,200,197.0,103819.0,making_progress
GILLES MESSENGER BAG,990.NS,48.0,500,452.0,103508.0,best_sellers
CARMEN,531.XS,7.0,300,293.0,102547.07,doing_good
VANCE,730.XS,7.0,300,293.0,102547.07,doing_good
RENFIELD,916.S.,7.0,300,293.0,102547.07,doing_good
ELENA,990.M,7.0,300,293.0,102257.0,doing_good
ELENA,414.S,7.0,300,293.0,102257.0,doing_good
OSLO,990.S,7.0,300,293.0,102257.0,doing_good
ALMA SKIRT,990.06.,8.0,300,292.0,101908.0,doing_good
CLARICE,414.2XS,8.0,300,292.0,101908.0,doing_good
CLARICE,990.M,8.0,300,292.0,101908.0,doing_good
RENFIELD,916.2XL.,9.0,300,291.0,101847.09,doing_good
SAMUEL,870.L.,9.0,300,291.0,101559.0,doing_good
ALMA SKIRT,990.04.,9.0,300,291.0,101559.0,doing_good
CLARICE,990.S,9.0,300,291.0,101559.0,doing_good
CLARICE,990.L,9.0,300,291.0,101559.0,doing_good
CLARICE,990.2XS,9.0,300,291.0,101559.0,doing_good
JOVIE CROSSBODY,102.NS.,57.0,500,443.0,101447.0,best_sellers
RENFIELD,916.XL.,11.0,300,289.0,101147.11,doing_good
CONNOR,734.2XL.,11.0,300,289.0,100861.0,doing_good
OSLO,990.XS,11.0,300,289.0,100861.0,doing_good
ENZO,470.2XL.,11.0,300,289.0,100861.0,doing_good
RENFIELD,916.L.,12.0,300,288.0,100797.12,doing_good
CLARICE,990.XS,12.0,300,288.0,100512.0,doing_good
SAMUEL,990.L.,12.0,300,288.0,100512.0,doing_good
SAMUEL,990.XL.,13.0,300,287.0,100163.0,doing_good
ATTICUS SLING,890.NS.,63.0,500,437.0,100073.0,best_sellers
RUBINA,730.XL,0.0,100,100.0,99999.0,okay
RUBINA,730.L,0.0,100,100.0,99999.0,okay
RUBINA,730.3XS,0.0,100,100.0,99999.0,okay
JOVIE CROSSBODY,990.NS.,64.0,500,436.0,99844.0,best_sellers
ALYSON,815.S,7.0,300,293.0,99617.07,doing_good
SAMUEL,870.XL.,15.0,300,285.0,99465.0,doing_good
RHEA SMALL SATCHEL,312.NS.,47.0,500,453.0,99207.0,best_sellers
PRISCILLA,990.2XS,2.0,200,198.0,98998.02,making_progress
MAXTON,411.2XL,2.0,200,198.0,98802.0,making_progress
GRACIE,990.XL.,2.0,200,198.0,98802.0,making_progress
KATHANI,870.XS.,2.0,200,198.0,98802.0,making_progress
MILES,990.2XL,2.0,200,198.0,98802.0,making_progress
RHEA SMALL SATCHEL,990.NS.,49.0,500,451.0,98769.0,best_sellers
RHEA SMALL SATCHEL,857.NS.,50.0,500,450.0,98550.0,best_sellers
PRISCILLA,990.3XS,3.0,200,197.0,98498.03,making_progress
ATTICUS SLING,990.NS.,70.0,500,430.0,98470.0,best_sellers
ELIAM LAPTOP BAG,870.NS.,18.0,300,282.0,98418.0,doing_good
BERNARD,723.XS.,2.0,200,198.0,98406.0,making_progress
DESTAN,460.M.,2.0,200,198.0,98406.0,making_progress
GRACIE,990.S.,3.0,200,197.0,98303.0,making_progress
GRACIE,990.2XS.,3.0,200,197.0,98303.0,making_progress
FRANK,990.2XL,3.0,200,197.0,98303.0,making_progress
GRACIE,990.3XS.,3.0,200,197.0,98303.0,making_progress
KATHANI,990.XL.,3.0,200,197.0,98303.0,making_progress
BERNARD,990.3XL,3.0,200,197.0,97909.0,making_progress
BERNARD,990.M,3.0,200,197.0,97909.0,making_progress
CHARLOTTE,990.2XL,4.0,200,196.0,97804.0,making_progress
GRACIE,990.M.,4.0,200,196.0,97804.0,making_progress
MAXTON,730.XS,4.0,200,196.0,97804.0,making_progress
DESTAN,990.3XL,4.0,200,196.0,97412.0,making_progress
MADALYN,710.00.,4.0,200,196.0,97412.0,making_progress
BERNARD,723.2XL.,4.0,200,196.0,97412.0,making_progress
DESTAN,460.S.,4.0,200,196.0,97412.0,making_progress
LEWIS,815.2XL,7.0,300,293.0,96397.0,doing_good
IMANI,990.2XS,7.0,300,293.0,96397.0,doing_good
EMMILA,990.XL.,8.0,300,292.0,96068.0,doing_good
LEWIS,620.XL,8.0,300,292.0,96068.0,doing_good
LEWIS,620.2XL,9.0,300,291.0,95739.0,doing_good
EMMILA,632.2XS.,9.0,300,291.0,95739.0,doing_good
EMMILA,990.XS.,10.0,300,290.0,95410.0,doing_good
EMMILA,990.2XS.,10.0,300,290.0,95410.0,doing_good
EMMILA,632.L.,11.0,300,289.0,95081.0,doing_good
RUE,990.XL,2.0,200,198.0,95038.02,making_progress
EMMILA,990.M.,12.0,300,288.0,94752.0,doing_good
RUE,990.S,3.0,200,197.0,94558.03,making_progress
RUE,990.3XS,3.0,200,197.0,94558.03,making_progress
RUE,990.2XL,3.0,200,197.0,94558.03,making_progress
EMMILA,990.L.,13.0,300,287.0,94423.0,doing_good
RUE,990.M,4.0,200,196.0,94078.04000000001,making_progress
RUE,990.L,4.0,200,196.0,94078.04000000001,making_progress
EMMILA,632.XS.,15.0,300,285.0,93765.0,doing_good
EMMILA,632.M.,16.0,300,284.0,93436.0,doing_good
EMMILA,632.S.,17.0,300,283.0,93107.0,doing_good
"MONACO 26"" LARGE LUGGAGE CASE",990.NS.,34.0,500,466.0,92734.0,best_sellers
EMMILA,990.S.,19.0,300,281.0,92449.0,doing_good
BELEN SMALL CROSSBODY,815.NS.,36.0,500,464.0,92336.0,best_sellers
"MONACO 26"" LARGE LUGGAGE CASE",109.NS.,37.0,500,463.0,92137.0,best_sellers
ELOWYN MEDIUM SATCHEL,990.NS.,37.0,500,463.0,92137.0,best_sellers
BELEN SMALL CROSSBODY,990.NS.,38.0,500,462.0,91938.0,best_sellers
BELEN SMALL CROSSBODY,100.NS.,38.0,500,462.0,91938.0,best_sellers
DREW DUFFEL BAG,990.NS,39.0,500,461.0,91739.0,best_sellers
ELOWYN MEDIUM SATCHEL,710.NS.,47.0,500,453.0,90147.0,best_sellers
MONACO NYLON WEEKENDER,410.NS.,48.0,500,452.0,89948.0,best_sellers
COLETTE SMALL BUCKET,113.NS.,49.0,500,451.0,89749.0,best_sellers
MONACO LEATHER CROSSBODY,990.NS.,50.0,500,450.0,89550.0,best_sellers
COLETTE SMALL BUCKET,710.NS.,51.0,500,449.0,89351.0,best_sellers
MONACO NYLON WEEKENDER,109.NS.,51.0,500,449.0,89351.0,best_sellers
COLETTE SMALL BUCKET,990.NS.,51.0,500,449.0,89351.0,best_sellers
HOLLAND CROSSBODY,102.NS.,52.0,500,448.0,89152.0,best_sellers
MONACO LEATHER CROSSBODY,940.NS.,52.0,500,448.0,89152.0,best_sellers
MONACO LEATHER CROSSBODY,400.NS.,52.0,500,448.0,89152.0,best_sellers
MONACO NYLON WEEKENDER,990.NS.,52.0,500,448.0,89152.0,best_sellers
CHANYSE,990.2XS,2.0,200,198.0,89098.02,making_progress
CHANYSE,990.XS,2.0,200,198.0,89098.02,making_progress
BRADFORD SLING BAG,990.NS,53.0,500,447.0,88953.0,best_sellers
HOLLAND CROSSBODY,990.NS.,53.0,500,447.0,88953.0,best_sellers
RONAN,620.L,2.0,200,198.0,88902.0,making_progress
RONAN,460.XL,2.0,200,198.0,88902.0,making_progress
AZARIA,116.XL.,2.0,200,198.0,88902.0,making_progress
BOWEN,990.2XL,2.0,200,198.0,88902.0,making_progress
ASHER,890.3XL,2.0,200,198.0,88902.0,making_progress
LEDGER,990.XS,2.0,200,198.0,88902.0,making_progress
RONAN,460.3XL,2.0,200,198.0,88902.0,making_progress
RONAN,460.2XL,2.0,200,198.0,88902.0,making_progress
RONAN,620.S,2.0,200,198.0,88902.0,making_progress
CHANYSE,990.3XS,3.0,200,197.0,88648.03,making_progress
HOLLAND CROSSBODY,100.NS.,55.0,500,445.0,88555.0,best_sellers
CRESSIDA,990.10,2.0,200,198.0,88506.0,making_progress
CRESSIDA,990.12,2.0,200,198.0,88506.0,making_progress
CRESSIDA,990.08,2.0,200,198.0,88506.0,making_progress
CRESSIDA,990.02,2.0,200,198.0,88506.0,making_progress
CRESSIDA,990.06,2.0,200,198.0,88506.0,making_progress
CRESSIDA,990.00,2.0,200,198.0,88506.0,making_progress
CRESSIDA,990.04,2.0,200,198.0,88506.0,making_progress
TILLY,990.2XL,2.0,200,198.0,88506.0,making_progress
BOWEN,990.L,3.0,200,197.0,88453.0,making_progress
ASHER,890.2XL,3.0,200,197.0,88453.0,making_progress
CARTER,990.L,3.0,200,197.0,88453.0,making_progress
ASHER,890.XS,3.0,200,197.0,88453.0,making_progress
MARTIN,321.XS.,3.0,200,197.0,88453.0,making_progress
LEDGER,990.S,3.0,200,197.0,88453.0,making_progress
RONAN,620.2XL,3.0,200,197.0,88453.0,making_progress
CARTER,733XS,3.0,200,197.0,88453.0,making_progress
MARTIN,330.XS.,3.0,200,197.0,88453.0,making_progress
CHANYSE,990.L,4.0,200,196.0,88198.04000000001,making_progress
CHANYSE,990.XL,4.0,200,196.0,88198.04000000001,making_progress
HANNAH,990.M,3.0,200,197.0,88059.0,making_progress
HANNAH,990.L,3.0,200,197.0,88059.0,making_progress
DARIA,990.3XS,3.0,200,197.0,88059.0,making_progress
BOWEN,670M,4.0,200,196.0,88004.0,making_progress
ASHER,890.M,4.0,200,196.0,88004.0,making_progress
